stock,open,high,low,close,timestamp
株M,173.66,258.22,88.12,91.85,12:44:15.50
株T,85.52,150.50,75.34,144.03,12:44:16.00
株P,107.58,172.66,69.79,85.58,12:44:16.50
株R,106.74,110.96,104.33,108.93,12:44:17.00
株M,91.85,139.70,71.77,95.22,12:44:17.50
株I,109.14,170.90,98.72,143.42,12:44:18.00
株S,100.59,148.31,71.17,77.28,12:44:18.50
株Y,221.35,249.20,141.28,192.63,12:44:19.00
株Y,192.63,222.27,140.59,156.77,12:44:19.50
株U,108.52,121.47,108.42,112.75,12:44:20.00
株K,188.93,259.88,56.06,246.92,12:44:20.50
株C,276.66,308.55,137.72,304.27,12:44:21.00
株R,108.93,195.46,71.31,159.94,12:44:21.50
株R,159.94,226.63,91.11,131.21,12:44:22.00
株C,304.27,308.62,238.83,282.71,12:44:22.50
株Y,156.77,164.99,123.24,152.07,12:44:23.00
株M,95.22,99.68,88.72,97.99,12:44:23.50
株F,88.62,90.66,60.51,84.42,12:44:24.00
株Y,152.07,211.46,118.42,147.98,12:44:24.50
株H,135.76,184.71,66.25,79.26,12:44:25.00
株A,176.73,215.39,164.37,191.55,12:44:25.50
株G,101.21,136.75,52.46,83.26,12:44:26.00
株N,82.01,147.48,77.30,93.49,12:44:26.50
株G,83.26,178.47,69.93,138.81,12:44:27.00
株V,92.68,131.06,53.65,74.98,12:44:27.50
株M,97.99,122.95,89.01,108.34,12:44:28.00
株Y,147.98,203.83,66.90,84.78,12:44:28.50
株I,143.42,151.81,99.37,114.74,12:44:29.00
株P,85.58,92.11,66.50,82.46,12:44:29.50
株V,74.98,95.31,63.10,87.95,12:44:30.00
株N,93.49,106.79,76.11,105.08,12:44:30.50
株R,131.21,144.65,97.97,132.38,12:44:31.00
株J,142.09,185.91,71.66,79.59,12:44:31.50
株N,105.08,117.29,102.34,109.39,12:44:32.00
株W,140.36,165.88,65.68,70.76,12:44:32.50
株I,114.74,179.40,57.28,60.26,12:44:33.00
株K,246.92,274.86,227.65,268.23,12:44:33.50
株X,127.21,154.50,50.29,120.10,12:44:34.00
株H,79.26,79.59,56.40,73.40,12:44:34.50
株T,144.03,227.59,140.65,200.31,12:44:35.00
株S,77.28,154.59,61.71,80.96,12:44:35.50
株I,60.26,81.48,59.72,76.23,12:44:36.00
株U,112.75,203.38,70.28,108.15,12:44:36.50
株C,282.71,301.82,53.34,197.29,12:44:37.00
株E,81.45,131.15,78.28,100.55,12:44:37.50
株O,64.74,83.35,64.27,73.05,12:44:38.00
株N,109.39,188.49,82.60,112.33,12:44:38.50
株V,87.95,168.15,76.71,78.91,12:44:39.00
株Q,122.51,148.06,62.01,100.11,12:44:39.50
株D,290.84,341.36,201.70,242.40,12:44:40.00
株L,92.92,165.62,67.03,117.10,12:44:40.50
株F,84.42,174.80,58.30,143.05,12:44:41.00
株I,76.23,102.37,76.20,83.86,12:44:41.50
株O,73.05,112.03,65.82,68.97,12:44:42.00
株S,80.96,137.91,50.43,55.06,12:44:42.50
株B,131.26,146.13,124.68,145.94,12:44:43.00
株J,79.59,96.02,56.83,93.25,12:44:43.50
株K,268.23,347.16,218.80,339.89,12:44:44.00
株I,83.86,143.76,54.98,59.80,12:44:44.50
株I,59.80,69.63,50.52,63.96,12:44:45.00
株L,117.10,159.81,76.49,77.76,12:44:45.50
株U,108.15,175.49,77.36,124.37,12:44:46.00
株J,93.25,169.17,64.93,128.62,12:44:46.50
株Z,174.60,218.48,54.70,156.28,12:44:47.00
株X,120.10,175.14,75.32,84.90,12:44:47.50
株L,77.76,107.42,56.39,69.47,12:44:48.00
株J,128.62,227.88,121.08,158.85,12:44:48.50
株T,200.31,242.24,54.67,134.57,12:44:49.00
株S,55.06,119.49,52.38,98.52,12:44:49.50
株S,98.52,192.02,83.19,139.53,12:44:50.00
株S,139.53,156.92,55.32,73.12,12:44:50.50
株A,191.55,192.78,156.34,159.39,12:44:51.00
株W,70.76,155.53,63.65,134.76,12:44:51.50
株D,242.40,301.95,206.50,239.63,12:44:52.00
株Q,100.11,114.11,96.39,107.39,12:44:52.50
株A,159.39,189.08,148.53,187.78,12:44:53.00
株V,78.91,88.44,52.40,60.21,12:44:53.50
株I,63.96,83.78,56.95,80.63,12:44:54.00
株O,68.97,100.93,62.93,79.61,12:44:54.50
株O,79.61,136.14,70.99,89.56,12:44:55.00
株H,73.40,146.67,67.48,112.75,12:44:55.50
株X,84.90,158.04,82.39,87.40,12:44:56.00
株G,138.81,184.60,94.29,165.93,12:44:56.50
株I,80.63,145.70,52.96,78.56,12:44:57.00
株A,187.78,235.66,133.86,217.23,12:44:57.50
株F,143.05,230.90,86.90,148.46,12:44:58.00
株O,89.56,183.75,78.56,145.06,12:44:58.50
株Z,156.28,254.20,152.21,224.24,12:44:59.00
株X,87.40,110.94,76.09,93.55,12:44:59.50
株W,134.76,196.66,130.82,157.39,12:45:00.00
株U,124.37,146.42,108.66,135.89,12:45:00.50
株L,69.47,153.83,51.65,65.96,12:45:01.00
株J,158.85,183.44,128.73,170.95,12:45:01.50
株Z,224.24,254.25,126.17,214.98,12:45:02.00
株I,78.56,160.99,61.48,144.45,12:45:02.50
株D,239.63,279.62,79.83,179.83,12:45:03.00
株P,82.46,92.42,72.05,89.45,12:45:03.50
株L,65.96,134.31,55.98,67.51,12:45:04.00
株S,73.12,121.35,60.21,97.12,12:45:04.50
株L,67.51,156.15,57.54,98.32,12:45:05.00
株L,98.32,106.86,95.64,100.27,12:45:05.50
株T,134.57,180.80,71.48,147.05,12:45:06.00
株H,112.75,196.33,58.12,132.23,12:45:06.50
株A,217.23,273.86,130.93,250.76,12:45:07.00
株B,145.94,185.20,86.40,118.90,12:45:07.50
株X,93.55,168.81,78.97,149.83,12:45:08.00
株E,100.55,125.65,97.19,116.54,12:45:08.50
株L,100.27,189.41,81.07,133.35,12:45:09.00
株C,197.29,263.19,185.41,215.98,12:45:09.50
株A,250.76,256.39,213.88,253.58,12:45:10.00
株P,89.45,112.29,78.56,94.03,12:45:10.50
株Q,107.39,146.38,70.94,108.80,12:45:11.00
株T,147.05,183.72,65.88,113.45,12:45:11.50
株P,94.03,113.80,90.38,106.36,12:45:12.00
株Y,84.78,175.80,73.34,90.24,12:45:12.50
株R,132.38,210.03,101.16,208.50,12:45:13.00
株K,339.89,398.53,183.62,221.57,12:45:13.50
株X,149.83,223.00,143.37,200.53,12:45:14.00
株A,253.58,272.12,129.86,216.73,12:45:14.50
株G,165.93,244.36,154.65,220.04,12:45:15.00
株B,118.90,175.74,118.23,173.75,12:45:15.50
株Y,90.24,122.80,59.02,87.79,12:45:16.00
株T,113.45,202.70,103.49,147.19,12:45:16.50
株T,147.19,169.20,71.38,148.17,12:45:17.00
株G,220.04,288.18,107.52,250.50,12:45:17.50
株I,144.45,205.73,99.15,169.15,12:45:18.00
株O,145.06,207.00,93.24,162.03,12:45:18.50
株T,148.17,222.48,57.25,108.32,12:45:19.00
株W,157.39,177.34,57.85,79.85,12:45:19.50
株Z,214.98,217.00,184.25,205.34,12:45:20.00
株U,135.89,196.10,51.71,122.69,12:45:20.50
株F,148.46,234.89,57.19,89.72,12:45:21.00
株Q,108.80,152.44,97.83,143.22,12:45:21.50
株R,208.50,215.12,143.03,176.36,12:45:22.00
株Z,205.34,227.31,177.46,188.46,12:45:22.50
株F,89.72,156.75,76.72,150.91,12:45:23.00
株C,215.98,288.70,98.87,220.28,12:45:23.50
株F,150.91,214.33,143.64,189.14,12:45:24.00
株J,170.95,229.75,111.12,181.84,12:45:24.50
株H,132.23,209.15,93.96,139.49,12:45:25.00
株P,106.36,182.19,102.39,158.71,12:45:25.50
株S,97.12,168.73,50.57,166.06,12:45:26.00
株T,108.32,183.34,62.37,88.92,12:45:26.50
株B,173.75,269.62,50.79,216.71,12:45:27.00
株T,88.92,163.37,64.33,133.36,12:45:27.50
株K,221.57,234.61,128.23,215.82,12:45:28.00
株B,216.71,313.33,122.67,172.88,12:45:28.50
株Z,188.46,200.20,81.14,113.11,12:45:29.00
株L,133.35,228.72,95.80,114.69,12:45:29.50
株O,162.03,233.20,54.73,136.41,12:45:30.00
株D,179.83,239.60,68.56,137.90,12:45:30.50
株A,216.73,298.61,106.36,166.59,12:45:31.00
株B,172.88,180.91,142.50,147.61,12:45:31.50
株Y,87.79,135.14,61.92,131.82,12:45:32.00
株Y,131.82,141.15,101.73,118.35,12:45:32.50
株I,169.15,185.91,91.62,115.27,12:45:33.00
株T,133.36,229.79,61.95,218.97,12:45:33.50
株F,189.14,213.50,126.47,135.54,12:45:34.00
株M,108.34,165.26,87.41,160.63,12:45:34.50
株N,112.33,148.20,55.14,104.71,12:45:35.00
株Z,113.11,129.13,69.86,70.55,12:45:35.50
株F,135.54,162.73,100.06,154.19,12:45:36.00
株Y,118.35,167.24,63.63,152.46,12:45:36.50
株A,166.59,212.50,139.52,184.12,12:45:37.00
株F,154.19,239.39,84.06,231.69,12:45:37.50
株Z,70.55,101.61,50.81,93.77,12:45:38.00
株D,137.90,231.90,113.85,221.03,12:45:38.50
株O,136.41,227.65,114.77,129.59,12:45:39.00
株V,60.21,121.87,57.56,109.68,12:45:39.50
株M,160.63,227.48,92.67,138.44,12:45:40.00
株V,109.68,110.55,102.37,109.76,12:45:40.50
株Z,93.77,120.34,85.63,117.19,12:45:41.00
株H,139.49,192.97,63.39,111.52,12:45:41.50
株K,215.82,289.41,117.32,181.03,12:45:42.00
株A,184.12,259.30,135.09,150.64,12:45:42.50
株M,138.44,200.38,106.53,124.73,12:45:43.00
株I,115.27,130.18,95.89,123.20,12:45:43.50
株Q,143.22,191.57,97.75,124.99,12:45:44.00
株B,147.61,174.31,63.91,105.67,12:45:44.50
株R,176.36,206.33,159.28,192.95,12:45:45.00
株L,114.69,191.81,58.58,85.79,12:45:45.50
株K,181.03,224.41,107.73,155.37,12:45:46.00
株X,200.53,236.53,169.47,183.40,12:45:46.50
株C,220.28,245.63,98.52,101.29,12:45:47.00
株Q,124.99,188.45,107.65,160.32,12:45:47.50
株Q,160.32,220.81,140.01,152.24,12:45:48.00
株C,101.29,132.29,52.89,114.25,12:45:48.50
株F,231.69,298.31,169.83,244.43,12:45:49.00
株G,250.50,290.18,61.38,67.51,12:45:49.50
株P,158.71,251.41,59.51,110.21,12:45:50.00
株W,79.85,103.05,66.42,98.75,12:45:50.50
株F,244.43,274.64,176.21,197.23,12:45:51.00
株Z,117.19,165.99,54.48,93.54,12:45:51.50
株X,183.40,246.51,94.81,177.03,12:45:52.00
株Y,152.46,206.27,138.91,185.43,12:45:52.50
株Z,93.54,100.27,66.08,74.79,12:45:53.00
株E,116.54,197.40,83.34,196.26,12:45:53.50
株W,98.75,109.93,71.99,94.72,12:45:54.00
株S,166.06,265.56,124.63,202.31,12:45:54.50
株F,197.23,226.77,59.81,66.32,12:45:55.00
株F,66.32,93.59,61.39,70.50,12:45:55.50
株Z,74.79,150.92,54.49,71.14,12:45:56.00
株U,122.69,210.65,76.41,148.23,12:45:56.50
株J,181.84,207.42,104.89,121.08,12:45:57.00
株G,67.51,137.61,52.28,58.16,12:45:57.50
株F,70.50,98.13,61.33,78.34,12:45:58.00
株C,114.25,187.60,77.68,89.13,12:45:58.50
株A,150.64,189.13,144.55,144.74,12:45:59.00
株V,109.76,165.78,103.82,143.10,12:45:59.50
株S,202.31,296.14,74.63,75.21,12:46:00.00
株F,78.34,99.60,77.41,87.37,12:46:00.50
株W,94.72,168.68,51.94,63.59,12:46:01.00
株F,87.37,92.43,77.40,85.87,12:46:01.50
株X,177.03,213.60,156.32,189.21,12:46:02.00
株M,124.73,178.47,114.74,177.41,12:46:02.50
株G,58.16,75.51,51.48,68.57,12:46:03.00
株E,196.26,200.37,190.64,190.71,12:46:03.50
株D,221.03,244.96,79.41,186.44,12:46:04.00
株G,68.57,72.41,61.00,66.73,12:46:04.50
株I,123.20,196.79,96.36,121.33,12:46:05.00
株V,143.10,178.31,51.06,159.23,12:46:05.50
株X,189.21,239.18,109.88,220.87,12:46:06.00
株Q,152.24,182.28,72.76,127.10,12:46:06.50
株Q,127.10,206.46,81.67,200.24,12:46:07.00
株V,159.23,247.79,146.20,176.74,12:46:07.50
株J,121.08,172.89,72.81,76.02,12:46:08.00
株Y,185.43,225.85,82.54,101.20,12:46:08.50
株M,177.41,214.91,149.10,172.27,12:46:09.00
株K,155.37,165.72,62.21,101.70,12:46:09.50
株G,66.73,140.60,52.43,72.16,12:46:10.00
株E,190.71,267.36,129.98,182.00,12:46:10.50
株P,110.21,133.91,104.04,105.33,12:46:11.00
株H,111.52,146.83,98.17,138.82,12:46:11.50
株Z,71.14,100.73,67.22,77.53,12:46:12.00
株G,72.16,79.77,57.83,75.89,12:46:12.50
株U,148.23,163.69,59.53,80.96,12:46:13.00
株T,218.97,273.07,208.23,269.11,12:46:13.50
株D,186.44,196.52,82.66,150.59,12:46:14.00
株N,104.71,187.64,104.35,155.11,12:46:14.50
株K,101.70,195.01,63.18,121.17,12:46:15.00
株B,105.67,171.00,54.58,139.36,12:46:15.50
株E,182.00,272.37,127.69,272.08,12:46:16.00
株V,176.74,272.92,165.79,172.65,12:46:16.50
株K,121.17,185.53,107.58,136.75,12:46:17.00
株A,144.74,207.24,63.19,82.27,12:46:17.50
株U,80.96,163.71,78.52,95.83,12:46:18.00
株Y,101.20,109.09,79.95,93.72,12:46:18.50
株Z,77.53,135.46,74.38,108.67,12:46:19.00
株R,192.95,198.55,106.33,154.26,12:46:19.50
株Z,108.67,196.04,90.41,134.09,12:46:20.00
株M,172.27,250.60,85.93,170.99,12:46:20.50
株O,129.59,173.28,53.94,72.96,12:46:21.00
株H,138.82,166.33,134.81,139.60,12:46:21.50
株B,139.36,229.52,104.26,116.97,12:46:22.00
株D,150.59,210.60,65.32,191.94,12:46:22.50
株R,154.26,176.14,68.27,164.93,12:46:23.00
株H,139.60,164.78,67.80,72.62,12:46:23.50
株Q,200.24,258.29,110.61,155.80,12:46:24.00
株N,155.11,155.13,140.27,147.17,12:46:24.50
株A,82.27,118.14,80.33,111.39,12:46:25.00
株W,63.59,149.13,59.74,128.42,12:46:25.50
株X,220.87,302.17,208.67,298.80,12:46:26.00
株N,147.17,149.21,118.28,145.89,12:46:26.50
株Q,155.80,212.82,96.16,136.17,12:46:27.00
株F,85.87,182.10,59.12,130.80,12:46:27.50
株M,170.99,184.29,67.66,158.22,12:46:28.00
株S,75.21,173.43,57.95,115.70,12:46:28.50
株X,298.80,390.52,151.47,162.84,12:46:29.00
株K,136.75,227.77,62.86,159.20,12:46:29.50
株F,130.80,188.30,89.43,100.27,12:46:30.00
株O,72.96,153.69,65.32,119.93,12:46:30.50
株Y,93.72,154.44,76.40,139.42,12:46:31.00
株B,116.97,197.04,100.88,118.67,12:46:31.50
株T,269.11,320.74,68.73,177.63,12:46:32.00
株Z,134.09,177.28,118.30,145.53,12:46:32.50
株T,177.63,178.43,146.52,167.98,12:46:33.00
株R,164.93,179.81,96.27,141.00,12:46:33.50
株Y,139.42,238.62,82.81,205.26,12:46:34.00
株L,85.79,167.49,81.36,97.71,12:46:34.50
株Q,136.17,174.82,108.45,111.52,12:46:35.00
株S,115.70,153.85,67.66,97.77,12:46:35.50
株Z,145.53,243.79,100.59,214.27,12:46:36.00
株B,118.67,124.48,104.43,116.92,12:46:36.50
株T,167.98,254.92,165.92,223.59,12:46:37.00
株D,191.94,260.10,170.55,227.96,12:46:37.50
株N,145.89,163.37,86.60,140.44,12:46:38.00
株V,172.65,181.78,84.92,96.84,12:46:38.50
株G,75.89,88.69,73.85,85.14,12:46:39.00
株A,111.39,179.56,71.58,165.72,12:46:39.50
株I,121.33,190.69,53.96,184.30,12:46:40.00
株R,141.00,190.80,103.94,115.38,12:46:40.50
株I,184.30,212.79,163.84,176.67,12:46:41.00
株J,76.02,126.48,65.94,66.29,12:46:41.50
株H,72.62,103.45,52.06,93.55,12:46:42.00
株I,176.67,267.29,106.78,246.39,12:46:42.50
株I,246.39,300.71,206.79,295.34,12:46:43.00
株G,85.14,150.21,50.30,147.97,12:46:43.50
株K,159.20,220.32,92.87,154.05,12:46:44.00
株K,154.05,203.12,132.58,181.75,12:46:44.50
株Y,205.26,209.14,158.09,189.18,12:46:45.00
株X,162.84,186.36,147.06,149.78,12:46:45.50
株P,105.33,172.09,80.60,110.87,12:46:46.00
株H,93.55,100.49,82.59,93.90,12:46:46.50
株L,97.71,139.19,82.20,108.97,12:46:47.00
株G,147.97,155.02,131.70,147.95,12:46:47.50
株G,147.95,211.95,55.24,145.97,12:46:48.00
株U,95.83,125.77,64.72,97.03,12:46:48.50
株B,116.92,178.86,51.67,91.07,12:46:49.00
株J,66.29,76.08,63.69,65.04,12:46:49.50
株R,115.38,203.81,104.30,109.94,12:46:50.00
株D,227.96,274.79,115.49,183.05,12:46:50.50
株J,65.04,107.58,53.90,104.79,12:46:51.00
株L,108.97,175.60,104.72,139.52,12:46:51.50
株K,181.75,183.59,144.40,163.89,12:46:52.00
株M,158.22,196.72,82.12,142.58,12:46:52.50
株P,110.87,128.21,98.86,112.97,12:46:53.00
株R,109.94,125.83,90.25,125.40,12:46:53.50
株E,272.08,318.46,105.49,288.42,12:46:54.00
株R,125.40,212.16,51.31,113.99,12:46:54.50
株L,139.52,163.20,121.46,155.23,12:46:55.00
株L,155.23,201.93,108.96,120.85,12:46:55.50
株S,97.77,193.78,67.07,90.15,12:46:56.00
株T,223.59,256.42,160.83,229.52,12:46:56.50
株G,145.97,216.97,101.77,211.65,12:46:57.00
株U,97.03,178.24,91.31,105.31,12:46:57.50
株O,119.93,175.08,78.43,125.23,12:46:58.00
株P,112.97,208.71,75.79,123.83,12:46:58.50
株E,288.42,370.31,54.70,260.80,12:46:59.00
株S,90.15,131.66,73.43,120.52,12:46:59.50
株Q,111.52,166.14,58.03,78.28,12:47:00.00
株H,93.90,94.21,68.02,92.77,12:47:00.50
株L,120.85,176.32,57.48,146.18,12:47:01.00
株H,92.77,144.15,79.14,138.99,12:47:01.50
株G,211.65,306.57,199.11,261.75,12:47:02.00
株O,125.23,190.33,86.54,156.74,12:47:02.50
株K,163.89,166.82,144.38,163.32,12:47:03.00
株J,104.79,127.54,82.63,107.04,12:47:03.50
株O,156.74,243.38,50.20,210.68,12:47:04.00
株F,100.27,200.20,96.51,179.87,12:47:04.50
株G,261.75,267.16,113.82,233.55,12:47:05.00
株U,105.31,182.21,51.91,169.20,12:47:05.50
株J,107.04,145.28,104.33,144.97,12:47:06.00
株G,233.55,296.84,121.79,163.60,12:47:06.50
株E,260.80,304.98,208.30,242.62,12:47:07.00
株P,123.83,174.37,113.01,160.71,12:47:07.50
株Y,189.18,230.24,68.07,165.67,12:47:08.00
株I,295.34,324.85,195.22,303.56,12:47:08.50
株W,128.42,181.35,63.85,164.18,12:47:09.00
株V,96.84,133.40,69.36,122.20,12:47:09.50
株L,146.18,147.77,92.47,107.33,12:47:10.00
株R,113.99,129.62,62.82,118.56,12:47:10.50
株G,163.60,206.17,64.43,186.63,12:47:11.00
株Y,165.67,175.20,158.21,162.73,12:47:11.50
株Q,78.28,149.33,78.21,136.44,12:47:12.00
株O,210.68,228.74,133.46,225.11,12:47:12.50
株Y,162.73,210.76,61.18,189.42,12:47:13.00
株W,164.18,250.24,90.27,172.41,12:47:13.50
株T,229.52,251.67,73.61,157.01,12:47:14.00
株Y,189.42,198.51,104.84,169.77,12:47:14.50
株Y,169.77,217.30,56.88,71.24,12:47:15.00
株A,165.72,235.57,68.00,101.86,12:47:15.50
株U,169.20,192.37,85.09,142.49,12:47:16.00
株W,172.41,215.43,155.90,166.26,12:47:16.50
株M,142.58,146.59,103.24,113.94,12:47:17.00
株T,157.01,188.54,128.73,136.29,12:47:17.50
株G,186.63,245.99,93.41,121.12,12:47:18.00
株B,91.07,113.22,53.30,71.43,12:47:18.50
株T,136.29,215.14,58.28,121.70,12:47:19.00
株P,160.71,233.95,130.27,191.57,12:47:19.50
株V,122.20,173.66,89.61,148.24,12:47:20.00
株C,89.13,161.68,86.64,122.05,12:47:20.50
株W,166.26,234.13,145.05,212.88,12:47:21.00
株C,122.05,150.08,109.86,136.83,12:47:21.50
株U,142.49,164.14,82.93,149.02,12:47:22.00
株A,101.86,181.36,100.73,138.78,12:47:22.50
株T,121.70,131.29,99.83,120.62,12:47:23.00
株O,225.11,269.10,166.74,256.60,12:47:23.50
株M,113.94,170.57,82.49,131.24,12:47:24.00
株H,138.99,171.82,53.62,59.81,12:47:24.50
株E,242.62,258.36,62.77,140.02,12:47:25.00
株I,303.56,306.69,70.41,246.88,12:47:25.50
株H,59.81,77.89,59.02,61.24,12:47:26.00
株I,246.88,278.74,76.69,207.06,12:47:26.50
株W,212.88,286.92,114.98,165.90,12:47:27.00
株P,191.57,216.63,117.57,198.89,12:47:27.50
株P,198.89,249.15,90.64,139.36,12:47:28.00
株H,61.24,61.57,50.97,58.89,12:47:28.50
株Q,136.44,209.70,106.78,169.94,12:47:29.00
株K,163.32,168.73,122.44,148.08,12:47:29.50
株M,131.24,166.23,50.51,163.57,12:47:30.00
株O,256.60,317.38,134.34,219.44,12:47:30.50
株Q,169.94,170.50,144.67,162.08,12:47:31.00
株T,120.62,159.67,88.21,132.56,12:47:31.50
株M,163.57,207.42,70.10,74.00,12:47:32.00
株I,207.06,226.15,196.63,217.70,12:47:32.50
株O,219.44,280.47,192.35,265.25,12:47:33.00
株S,120.52,198.53,96.66,110.65,12:47:33.50
株R,118.56,156.21,97.56,123.13,12:47:34.00
株D,183.05,191.45,141.17,170.59,12:47:34.50
株A,138.78,208.35,65.86,162.69,12:47:35.00
株I,217.70,291.96,99.01,155.62,12:47:35.50
株E,140.02,203.14,87.79,180.99,12:47:36.00
株E,180.99,224.05,114.73,155.04,12:47:36.50
株D,170.59,235.57,92.38,107.89,12:47:37.00
株Y,71.24,128.40,57.23,120.67,12:47:37.50
株W,165.90,262.87,125.16,260.67,12:47:38.00
株S,110.65,142.89,102.42,132.18,12:47:38.50
株T,132.56,228.93,54.54,153.07,12:47:39.00
株H,58.89,154.64,51.15,82.06,12:47:39.50
株N,140.44,227.51,90.56,113.35,12:47:40.00
株I,155.62,158.92,111.56,139.12,12:47:40.50
株C,136.83,168.62,113.39,122.32,12:47:41.00
株N,113.35,209.09,93.96,129.58,12:47:41.50
株E,155.04,196.12,90.05,99.30,12:47:42.00
株H,82.06,167.05,68.50,71.85,12:47:42.50
株L,107.33,146.47,65.83,69.33,12:47:43.00
株M,74.00,155.34,51.81,94.75,12:47:43.50
株T,153.07,165.24,59.19,134.55,12:47:44.00
株O,265.25,265.57,161.34,172.95,12:47:44.50
株V,148.24,237.59,88.16,169.56,12:47:45.00
株E,99.30,111.07,55.23,110.27,12:47:45.50
株H,71.85,103.94,55.56,102.49,12:47:46.00
株A,162.69,181.98,124.96,156.39,12:47:46.50
株Q,162.08,193.87,51.59,141.72,12:47:47.00
株M,94.75,177.39,58.77,161.27,12:47:47.50
株D,107.89,149.42,74.87,77.91,12:47:48.00
株P,139.36,160.70,91.93,112.10,12:47:48.50
株O,172.95,265.01,103.08,125.22,12:47:49.00
株U,149.02,211.01,110.63,197.50,12:47:49.50
株O,125.22,192.88,67.96,148.90,12:47:50.00
株B,71.43,88.98,58.69,62.43,12:47:50.50
株J,144.97,186.86,92.69,116.69,12:47:51.00
株K,148.08,159.23,124.24,148.40,12:47:51.50
株Y,120.67,219.71,81.82,207.10,12:47:52.00
株F,179.87,262.49,123.37,259.68,12:47:52.50
株A,156.39,247.78,74.13,223.23,12:47:53.00
株K,148.40,188.76,142.34,177.01,12:47:53.50
株V,169.56,177.28,100.21,116.39,12:47:54.00
株Q,141.72,188.38,94.59,133.62,12:47:54.50
株O,148.90,202.47,71.29,80.80,12:47:55.00
株I,139.12,188.30,62.57,110.76,12:47:55.50
株S,132.18,200.76,83.39,156.51,12:47:56.00
株N,129.58,226.26,108.51,194.22,12:47:56.50
株D,77.91,109.05,70.15,95.15,12:47:57.00
株O,80.80,82.42,58.91,59.64,12:47:57.50
株Y,207.10,233.17,90.20,140.26,12:47:58.00
株N,194.22,232.08,155.46,173.63,12:47:58.50
株H,102.49,177.94,81.07,138.35,12:47:59.00
株K,177.01,263.03,114.72,226.82,12:47:59.50
株V,116.39,174.47,113.74,156.80,12:48:00.00
株J,116.69,181.32,71.14,97.33,12:48:00.50
株E,110.27,178.20,81.07,144.51,12:48:01.00
株W,260.67,270.47,236.73,261.13,12:48:01.50
株K,226.82,313.95,153.13,177.35,12:48:02.00
株P,112.10,203.55,85.85,97.73,12:48:02.50
株Q,133.62,207.16,87.77,87.89,12:48:03.00
株Y,140.26,219.12,69.49,79.84,12:48:03.50
株B,62.43,151.23,50.77,132.51,12:48:04.00
株D,95.15,188.60,68.19,73.13,12:48:04.50
株W,261.13,277.79,192.89,256.89,12:48:05.00
株W,256.89,268.68,102.86,216.41,12:48:05.50
株Z,214.27,261.77,111.51,128.49,12:48:06.00
株U,197.50,204.16,94.08,98.61,12:48:06.50
株K,177.35,206.50,171.25,198.42,12:48:07.00
株Z,128.49,167.38,126.01,142.93,12:48:07.50
株O,59.64,69.04,55.62,67.21,12:48:08.00
株U,98.61,136.85,95.80,113.85,12:48:08.50
株D,73.13,93.89,57.24,65.68,12:48:09.00
株B,132.51,168.36,71.92,84.71,12:48:09.50
株D,65.68,148.38,53.83,95.56,12:48:10.00
株D,95.56,131.87,94.78,119.82,12:48:10.50
株J,97.33,119.10,96.43,107.63,12:48:11.00
株U,113.85,156.16,97.46,115.76,12:48:11.50
株H,138.35,173.49,111.46,140.86,12:48:12.00
株C,122.32,191.90,92.83,161.56,12:48:12.50
株T,134.55,182.33,125.38,168.53,12:48:13.00
株H,140.86,155.99,133.28,142.17,12:48:13.50
株D,119.82,158.60,99.36,133.35,12:48:14.00
株H,142.17,208.92,73.64,143.42,12:48:14.50
株S,156.51,193.55,87.35,191.81,12:48:15.00
株C,161.56,227.97,100.06,181.94,12:48:15.50
株G,121.12,133.16,50.55,100.24,12:48:16.00
株D,133.35,199.08,76.48,133.03,12:48:16.50
株N,173.63,183.33,87.83,147.22,12:48:17.00
株D,133.03,169.30,122.84,164.36,12:48:17.50
株S,191.81,200.82,75.95,196.50,12:48:18.00
株Z,142.93,165.44,120.62,144.70,12:48:18.50
株R,123.13,222.76,104.30,177.18,12:48:19.00
株Y,79.84,130.34,60.04,109.92,12:48:19.50
株L,69.33,75.35,58.54,66.22,12:48:20.00
株D,164.36,194.31,134.82,163.67,12:48:20.50
株G,100.24,108.58,85.08,89.51,12:48:21.00
株A,223.23,236.07,184.01,206.47,12:48:21.50
株A,206.47,241.99,168.26,177.08,12:48:22.00
株B,84.71,180.89,62.99,179.29,12:48:22.50
株K,198.42,229.56,109.52,220.38,12:48:23.00
株N,147.22,229.31,66.09,174.43,12:48:23.50
株P,97.73,114.83,91.47,106.83,12:48:24.00
株J,107.63,140.47,64.22,104.79,12:48:24.50
株U,115.76,121.54,51.75,95.12,12:48:25.00
株Z,144.70,228.66,71.45,174.70,12:48:25.50
株N,174.43,210.40,134.43,200.62,12:48:26.00
株P,106.83,109.94,61.15,82.99,12:48:26.50
株H,143.42,176.44,103.99,136.32,12:48:27.00
株K,220.38,228.15,69.78,85.79,12:48:27.50
株Q,87.89,106.39,68.51,92.67,12:48:28.00
株J,104.79,184.29,95.20,147.05,12:48:28.50
株I,110.76,130.58,73.40,122.35,12:48:29.00
株G,89.51,127.30,75.30,118.62,12:48:29.50
株Q,92.67,147.87,76.94,142.07,12:48:30.00
株C,181.94,243.24,84.75,109.34,12:48:30.50
株D,163.67,258.15,132.64,235.45,12:48:31.00
株A,177.08,246.48,107.39,239.53,12:48:31.50
株Z,174.70,195.55,170.06,177.84,12:48:32.00
株S,196.50,198.44,149.42,162.43,12:48:32.50
