株ID,株名,配当金（一株あたり）,配当金支払い日,資本金,従業員数,タイプ（大・中・小）,書類（日・米・欧）
1070,米国株1070,249,1月13日,69775853812,767,小,米
1071,米国株1071,23,8月8日,79449749131,58,小,米
1072,米国株1072,52,8月17日,75701601580,2239,中,米
1073,米国株1073,298,7月14日,8893300347,4176,大,米
1074,米国株1074,89,6月18日,82128647911,2360,中,米
1075,米国株1075,76,8月14日,23944252059,749,小,米
1076,米国株1076,152,8月17日,93721656761,1516,中,米
1077,米国株1077,103,12月14日,6899055941,3482,大,米
1078,米国株1078,132,9月10日,48930507015,821,小,米
1079,米国株1079,258,10月4日,9805996845,2026,中,米
1080,米国株1080,83,1月8日,52849832689,3638,大,米
1081,米国株1081,248,1月10日,18597755036,2472,中,米
1082,米国株1082,176,4月4日,39377427070,155,小,米
1083,米国株1083,191,11月1日,49597676146,4834,大,米
1084,米国株1084,256,1月9日,59307400590,4010,大,米
1085,米国株1085,284,6月4日,81360378223,3703,大,米
1086,米国株1086,30,5月10日,29291878846,2552,中,米
1087,米国株1087,211,4月14日,51631489483,852,小,米
1088,米国株1088,16,4月16日,63663234775,4077,大,米
1089,米国株1089,120,10月30日,60931443234,4828,大,米
1090,米国株1090,298,8月16日,83235224746,4494,大,米
1091,米国株1091,44,5月22日,69364911659,977,小,米
1092,米国株1092,27,9月8日,79334666053,516,小,米
1093,米国株1093,279,6月2日,73284238823,2013,中,米
1094,米国株1094,152,3月26日,86048345388,1303,中,米
1095,米国株1095,80,1月8日,29066352107,1169,中,米
1096,米国株1096,177,7月13日,72360965015,1848,中,米
1097,米国株1097,24,9月11日,35689400011,2498,中,米
1098,米国株1098,109,2月5日,1768956721,2704,中,米
1099,米国株1099,226,7月22日,18285914127,1555,中,米
1100,米国株1100,123,12月15日,31489140943,2488,中,米
1101,米国株1101,218,2月10日,99002728890,4469,大,米
1102,米国株1102,180,12月23日,40717437933,3942,大,米
1103,米国株1103,240,6月3日,16291666741,3951,大,米
1104,米国株1104,277,10月23日,49222564609,4929,大,米
1105,米国株1105,266,7月5日,84993442695,2619,中,米
1106,米国株1106,296,3月28日,55363285641,1127,中,米
1107,米国株1107,275,1月11日,65870167722,305,小,米
1108,米国株1108,22,10月26日,71320833195,170,小,米
1109,米国株1109,145,11月11日,52182787349,847,小,米
1110,米国株1110,263,7月8日,17481813824,4135,大,米
1111,米国株1111,50,8月14日,83873832665,3099,大,米
1112,米国株1112,31,7月31日,98133565587,1010,中,米
1113,米国株1113,64,11月5日,64535581448,1487,中,米
1114,米国株1114,160,6月11日,78788723588,2107,中,米
1115,米国株1115,128,10月20日,48669268185,629,小,米
1116,米国株1116,166,10月2日,96139318201,3065,大,米
1117,米国株1117,82,8月10日,38216598400,3928,大,米
1118,米国株1118,234,4月22日,18014055565,1620,中,米
1119,米国株1119,244,7月27日,7668475092,1244,中,米
1120,米国株1120,222,11月6日,48020871301,3169,大,米
1121,米国株1121,254,2月24日,73642922992,1662,中,米
1122,米国株1122,241,1月4日,54469048021,962,小,米
1123,米国株1123,204,7月16日,73028523282,4706,大,米
1124,米国株1124,64,3月13日,86231751588,3214,大,米
1125,米国株1125,64,8月16日,28595661812,3872,大,米
1126,米国株1126,146,5月27日,76280686582,1602,中,米
1127,米国株1127,57,6月19日,81110813386,2224,中,米
1128,米国株1128,134,10月29日,13434016736,744,小,米
1129,米国株1129,179,10月19日,764461608,3179,大,米
1130,米国株1130,89,8月19日,42795911191,1841,中,米
1131,米国株1131,241,12月14日,20336145362,2849,中,米
1132,米国株1132,114,11月7日,10026392525,3834,大,米
1133,米国株1133,229,12月19日,3577580759,2168,中,米
1134,米国株1134,131,3月13日,55721969810,1117,中,米
1135,米国株1135,248,1月12日,52510951437,2714,中,米
1136,米国株1136,23,11月14日,52886174742,3706,大,米
1137,米国株1137,160,12月30日,38536939549,4863,大,米
1138,米国株1138,12,6月4日,61606274682,2873,中,米
1139,米国株1139,242,3月23日,58395561035,718,小,米
1140,米国株1140,289,5月10日,60968464845,3860,大,米
1141,米国株1141,76,2月26日,93245839070,1477,中,米
1142,米国株1142,276,7月31日,80253823301,4815,大,米
1143,米国株1143,37,6月15日,75842353186,1298,中,米
1144,米国株1144,46,10月9日,2486850431,1964,中,米
1145,米国株1145,82,8月25日,15685169168,517,小,米
1146,米国株1146,246,4月18日,92525785425,1169,中,米
1147,米国株1147,284,12月30日,35543792144,2755,中,米
1148,米国株1148,196,11月8日,87886274677,1715,中,米
1149,米国株1149,119,10月5日,35001049195,2819,中,米
1150,米国株1150,101,10月17日,18322932758,2501,中,米
1151,米国株1151,244,11月5日,41428097015,3155,大,米
1152,米国株1152,189,3月31日,38253212495,2809,中,米
1153,米国株1153,237,3月6日,96307958959,2958,中,米
1154,米国株1154,199,12月15日,73031832278,4428,大,米
1155,米国株1155,217,5月18日,58395967061,2703,中,米
1156,米国株1156,70,10月13日,33199737182,4136,大,米
1157,米国株1157,285,5月7日,68970616759,2484,中,米
1158,米国株1158,23,3月31日,28775199698,3468,大,米
1159,米国株1159,276,11月13日,49847340296,4463,大,米
1160,米国株1160,159,4月18日,46125795801,642,小,米
1161,米国株1161,72,12月16日,45207829548,1333,中,米
1162,米国株1162,292,8月13日,92276776430,3341,大,米
1163,米国株1163,295,5月22日,31162159409,503,小,米
1164,米国株1164,275,6月2日,7957692469,1042,中,米
1165,米国株1165,276,10月26日,48799388516,694,小,米
1166,米国株1166,188,4月13日,62765897652,845,小,米
1167,米国株1167,81,7月20日,32646440758,1115,中,米
1168,米国株1168,94,12月13日,71271022838,1818,中,米
1169,米国株1169,101,6月13日,13021559516,3149,大,米
1170,米国株1170,161,2月22日,1991229628,1939,中,米
1171,米国株1171,197,9月1日,8597022032,3584,大,米
1172,米国株1172,224,12月12日,31998045364,1262,中,米
1173,米国株1173,101,2月3日,98420983762,4705,大,米
1174,米国株1174,195,10月4日,24707191241,334,小,米
1175,米国株1175,234,5月31日,34505429882,2344,中,米
1176,米国株1176,27,9月19日,11019812358,4455,大,米
1177,米国株1177,216,3月29日,90062568412,2790,中,米
1178,米国株1178,217,5月5日,54422336033,4646,大,米
1179,米国株1179,284,1月30日,42587719985,302,小,米
1180,米国株1180,22,6月10日,65728711879,116,小,米
1181,米国株1181,42,4月21日,51092845172,734,小,米
1182,米国株1182,42,7月4日,95090606334,4899,大,米
1183,米国株1183,22,6月22日,81803051962,942,小,米
1184,米国株1184,292,6月19日,97616884949,2585,中,米
1185,米国株1185,192,9月30日,65044487359,247,小,米
1186,米国株1186,124,6月12日,80500030580,3706,大,米
1187,米国株1187,136,8月24日,6822065694,2086,中,米
1188,米国株1188,175,9月29日,36842218416,1799,中,米
1189,米国株1189,123,8月10日,90831634692,4569,大,米
1190,米国株1190,164,1月14日,45870080260,3359,大,米
1191,米国株1191,165,9月11日,59037477950,1204,中,米
1192,米国株1192,252,6月19日,44945637419,3166,大,米
1193,米国株1193,255,12月30日,77223013134,229,小,米
1194,米国株1194,230,4月30日,53379105843,849,小,米
1195,米国株1195,55,7月19日,59819527250,64,小,米
1196,米国株1196,94,7月9日,86454023005,1171,中,米
1197,米国株1197,299,6月28日,99938974746,837,小,米
1198,米国株1198,199,5月24日,93167700850,362,小,米
1199,米国株1199,285,6月21日,82822120378,2460,中,米
1200,米国株1200,150,9月10日,62404605768,2201,中,米
1201,米国株1201,102,10月7日,41457360332,3319,大,米
1202,米国株1202,130,11月21日,2300106821,1254,中,米
1203,米国株1203,198,8月5日,25691902594,2362,中,米
1204,米国株1204,36,9月20日,11378496527,2841,中,米
1205,米国株1205,266,4月15日,80285133023,2165,中,米
1206,米国株1206,125,10月17日,59015428436,4295,大,米
1207,米国株1207,171,3月21日,33200928177,2487,中,米
1208,米国株1208,288,11月17日,65514133018,4470,大,米
1209,米国株1209,197,1月16日,66275845338,2805,中,米
1210,米国株1210,247,4月23日,35252641225,4902,大,米
1211,米国株1211,295,3月12日,82161736131,591,小,米
1212,米国株1212,253,7月11日,62679771837,4097,大,米
1213,米国株1213,91,1月9日,51398638070,1200,中,米
1214,米国株1214,205,8月3日,21243355031,4956,大,米
1215,米国株1215,71,9月17日,37639600936,370,小,米
1216,米国株1216,293,6月26日,5549554053,1363,中,米
1217,米国株1217,268,7月8日,91190318861,463,小,米
1218,米国株1218,207,9月16日,85908080540,1166,中,米
1219,米国株1219,148,8月13日,38837250770,1436,中,米
1220,米国株1220,112,1月6日,68576251417,1601,中,米
1221,米国株1221,120,9月4日,45335955352,4749,大,米
1222,米国株1222,138,2月6日,18831837179,1806,中,米
1223,米国株1223,215,8月22日,15074463559,1807,中,米
1224,米国株1224,243,1月6日,64312439710,129,小,米
1225,米国株1225,195,6月1日,53348783130,1111,中,米
1226,米国株1226,188,10月27日,88797202066,3508,大,米
1227,米国株1227,146,9月7日,11912366324,1860,中,米
1228,米国株1228,187,8月14日,97588960257,2678,中,米
1229,米国株1229,193,11月18日,45276999295,1012,中,米
1230,米国株1230,113,11月22日,81823501028,2430,中,米
1231,米国株1231,180,1月30日,32524683629,4301,大,米
1232,米国株1232,178,3月19日,29542092679,3289,大,米
1233,米国株1233,228,12月11日,15192855997,3467,大,米
1234,米国株1234,229,1月27日,85027571468,4400,大,米
1235,米国株1235,247,6月23日,9500849962,2299,中,米
1236,米国株1236,188,2月8日,52544685806,807,小,米
1237,米国株1237,61,5月23日,54981452493,4533,大,米
1238,米国株1238,19,5月7日,60978152741,112,小,米
1239,米国株1239,107,3月13日,70912078009,308,小,米
1240,米国株1240,255,6月25日,64243384901,861,小,米
1241,米国株1241,18,6月1日,77410782591,2956,中,米
1242,米国株1242,134,12月8日,87459823621,4964,大,米
1243,米国株1243,61,4月1日,63938376972,1433,中,米
1244,米国株1244,121,11月18日,12382336579,1099,中,米
1245,米国株1245,119,9月26日,9363915013,2288,中,米
1246,米国株1246,33,9月29日,94968849205,2922,中,米
1247,米国株1247,177,12月18日,18084013463,3403,大,米
1248,米国株1248,194,10月30日,17488507850,1413,中,米
1249,米国株1249,155,11月27日,41538718108,2541,中,米
1250,米国株1250,213,9月20日,34767445701,3534,大,米
1251,米国株1251,115,2月22日,49972186533,3775,大,米
1252,米国株1252,55,4月11日,4004347640,4260,大,米
1253,米国株1253,196,11月2日,46358259354,4924,大,米
1254,米国株1254,251,4月22日,57483407314,4592,大,米
1255,米国株1255,76,4月8日,67281645955,4421,大,米
1256,米国株1256,157,2月19日,43796028431,434,小,米
1257,米国株1257,69,9月14日,47721830693,553,小,米
1258,米国株1258,61,1月25日,17279914649,2517,中,米
1259,米国株1259,76,7月16日,74790671539,723,小,米
1260,米国株1260,118,4月18日,29614143843,3518,大,米
1261,米国株1261,26,11月7日,19810597647,2806,中,米
1262,米国株1262,103,3月18日,99342652050,2656,中,米
1263,米国株1263,220,6月20日,37089535499,3764,大,米
1264,米国株1264,123,3月2日,52330106946,2028,中,米
1265,米国株1265,62,12月3日,6326438927,4387,大,米
1266,米国株1266,73,11月10日,48644520026,3677,大,米
1267,米国株1267,258,5月9日,15333170382,4823,大,米
1268,米国株1268,293,4月16日,92118701952,4536,大,米
1269,米国株1269,239,2月28日,55290329686,3182,大,米
1270,米国株1270,103,4月4日,49721459850,668,小,米
1271,米国株1271,229,2月11日,92075370074,4155,大,米
1272,米国株1272,83,10月23日,32676263732,4789,大,米
1273,米国株1273,279,4月26日,9435966177,2971,中,米
1274,米国株1274,33,9月28日,99586590856,4442,大,米
1275,米国株1275,110,7月17日,79164474384,2113,中,米
1276,米国株1276,32,4月16日,19240240568,449,小,米
1277,米国株1277,91,12月19日,87669601060,1141,中,米
1278,米国株1278,158,9月21日,21121597902,3388,大,米
1279,米国株1279,116,8月28日,28466343850,364,小,米
1280,米国株1280,205,9月6日,4363031809,3824,大,米
1281,米国株1281,105,2月10日,74233577895,1319,中,米
1282,米国株1282,180,3月21日,88300942555,2297,中,米
1283,米国株1283,199,2月23日,29543282184,4621,大,米
1284,米国株1284,170,11月29日,71933023024,3073,大,米
1285,米国株1285,31,3月26日,12498086066,3788,大,米
1286,米国株1286,141,2月20日,91791645999,4721,大,米
1287,米国株1287,265,7月16日,41815244308,3445,大,米
1288,米国株1288,233,5月5日,84859080152,1114,中,米
1289,米国株1289,38,2月1日,71535428529,4400,大,米
1290,米国株1290,39,4月27日,67455594268,142,小,米
1291,米国株1291,100,7月16日,3236472355,189,小,米
1292,米国株1292,58,10月21日,61548613480,4316,大,米
1293,米国株1293,10,6月25日,84174854143,2163,中,米
1294,米国株1294,46,8月20日,84743921811,485,小,米
1295,米国株1295,128,7月28日,47915549545,640,小,米
1296,米国株1296,141,9月20日,89183718299,306,小,米
1297,米国株1297,138,6月26日,82479197555,972,小,米
1298,米国株1298,62,10月21日,4792977577,1675,中,米
1299,米国株1299,98,9月17日,2347819041,2610,中,米
1300,米国株1300,147,9月1日,1465681913,1445,中,米
1301,米国株1301,109,1月2日,42180635023,1748,中,米
1302,米国株1302,205,12月2日,81759142420,924,小,米
1303,米国株1303,70,12月25日,24777149139,2981,中,米
1304,米国株1304,273,2月10日,13818476012,4594,大,米
1305,米国株1305,224,12月7日,21163221960,2314,中,米
1306,米国株1306,203,1月20日,41460581377,3799,大,米
1307,米国株1307,213,3月18日,37049111263,4439,大,米
1308,米国株1308,185,2月22日,63683608508,4591,大,米
1309,米国株1309,99,7月17日,31412373242,4256,大,米
1310,米国株1310,14,11月28日,64558242883,86,小,米
1311,米国株1311,294,8月8日,84604799911,3767,大,米
1312,米国株1312,39,6月17日,82195470500,1611,中,米
1313,米国株1313,243,6月19日,81277504247,884,小,米
1314,米国株1314,57,10月29日,77484301501,2028,中,米
1315,米国株1315,173,4月2日,63874018363,4991,大,米
1316,米国株1316,11,10月13日,13807012056,4618,大,米
1317,米国株1317,134,6月11日,93630298346,3593,大,米
1318,米国株1318,36,9月25日,36245012449,1315,中,米
1319,米国株1319,227,11月15日,76800075492,2915,中,米
1320,米国株1320,154,7月17日,16906762722,3553,大,米
1321,米国株1321,127,1月13日,43505430841,1275,中,米
1322,米国株1322,40,11月15日,11198366450,3711,大,米
1323,米国株1323,117,9月22日,44380065217,4040,大,米
1324,米国株1324,262,6月4日,19990124641,4161,大,米
1325,米国株1325,271,10月16日,34500659952,610,小,米
1326,米国株1326,212,4月7日,61063497455,2520,中,米
1327,米国株1327,289,2月27日,66478335293,2145,中,米
1328,米国株1328,277,1月26日,69568624132,155,小,米
1329,米国株1329,18,7月31日,71646775124,4859,大,米
1330,米国株1330,75,12月19日,95916559018,3708,大,米
1331,米国株1331,269,10月3日,38567102247,4522,大,米
1332,米国株1332,233,7月10日,79157995905,3030,大,米
1333,米国株1333,32,8月3日,21521906129,2304,中,米
1334,米国株1334,133,1月21日,1032731779,2783,中,米
1335,米国株1335,258,2月25日,13520456247,3828,大,米
1336,米国株1336,124,10月1日,55910195597,1839,中,米
1337,米国株1337,275,12月24日,22312214438,4274,大,米
1338,米国株1338,148,11月2日,64916927052,3474,大,米
1339,米国株1339,294,5月20日,16620206914,2751,中,米
1340,米国株1340,160,3月7日,68836254216,1600,中,米
1341,米国株1341,284,3月9日,71890713929,1790,中,米
1342,米国株1342,31,2月27日,51432768332,4314,大,米
1343,米国株1343,237,1月5日,78031434961,509,小,米
1344,米国株1344,10,7月21日,71649373367,4636,大,米
1345,米国株1345,38,7月30日,68152028206,2015,中,米
1346,米国株1346,291,5月21日,1307899338,3940,大,米
1347,米国株1347,81,5月30日,90016765570,1785,中,米
1348,米国株1348,63,9月4日,18150298390,627,小,米
1349,米国株1349,140,7月19日,88956637592,1293,中,米
1350,米国株1350,81,11月14日,2384839162,3275,大,米
1351,米国株1351,90,8月20日,44738749386,1114,中,米
1352,米国株1352,241,9月26日,98760911983,1752,中,米
1353,米国株1353,21,12月24日,48658076550,3348,大,米
1354,米国株1354,225,12月26日,14083536766,2070,中,米
1355,米国株1355,154,3月19日,31254590666,3316,大,米
1356,米国株1356,185,10月23日,30372453538,4460,大,米
1357,米国株1357,249,11月28日,53764249311,3748,大,米
1358,米国株1358,271,5月18日,73774975723,3765,大,米
1359,米国株1359,16,4月11日,34354341332,2943,中,米
1360,米国株1360,178,3月17日,69874417030,1240,中,米
1361,米国株1361,11,7月1日,51196738895,4591,大,米
1362,米国株1362,108,11月25日,71035684410,4734,大,米
1363,米国株1363,22,9月1日,91368872953,4288,大,米
1364,米国株1364,57,6月7日,65208986136,769,小,米
1365,米国株1365,47,7月1日,75142909913,126,小,米
1366,米国株1366,260,9月3日,71063075653,1724,中,米
1367,米国株1367,130,3月10日,83576378338,561,小,米
1368,米国株1368,58,12月23日,24337162063,4328,大,米
1369,米国株1369,155,6月26日,50806859672,1473,中,米
1370,米国株1370,18,9月2日,20938206658,2125,中,米
1371,米国株1371,182,1月27日,96502435467,2597,中,米
1372,米国株1372,212,6月25日,10772168389,1433,中,米
1373,米国株1373,110,11月18日,37084203503,2250,中,米
1374,米国株1374,206,3月3日,90844063360,4247,大,米
1375,米国株1375,174,10月31日,38245470883,3736,大,米
1376,米国株1376,223,5月13日,14142161822,3403,大,米
1377,米国株1377,253,9月23日,45030808470,4819,大,米
1378,米国株1378,242,4月19日,80765857430,2217,中,米
1379,米国株1379,240,3月13日,50884897986,727,小,米
1380,米国株1380,232,1月4日,63434029798,4968,大,米
1381,米国株1381,291,10月18日,59676656178,3441,大,米
1382,米国株1382,123,10月24日,30879484396,473,小,米
1383,米国株1383,250,6月21日,9932241940,3763,大,米
1384,米国株1384,43,5月28日,76360086926,2711,中,米
1385,米国株1385,23,7月24日,92877044332,432,小,米
1386,米国株1386,51,10月9日,72387869982,1365,中,米
1387,米国株1387,148,7月1日,70665885694,1887,中,米
1388,米国株1388,115,9月20日,40582259416,422,小,米
1389,米国株1389,240,9月11日,93953984156,2856,中,米
1390,米国株1390,65,7月20日,27109855287,3820,大,米
1391,米国株1391,210,2月4日,13822299425,1333,中,米
1392,米国株1392,182,7月12日,3225916564,4679,大,米
1393,米国株1393,200,10月22日,43255852132,1665,中,米
1394,米国株1394,239,2月16日,48634860843,3721,大,米
1395,米国株1395,219,11月22日,12994360339,4541,大,米
1396,米国株1396,191,4月8日,43014511570,3218,大,米
1397,米国株1397,275,12月5日,56181909260,2824,中,米
1398,米国株1398,256,5月11日,20723627798,3636,大,米
1399,米国株1399,74,2月14日,74709961269,1482,中,米
1400,米国株1400,270,7月18日,75316858227,2115,中,米
1401,米国株1401,57,9月29日,5311180332,535,小,米
1402,米国株1402,167,9月19日,96240244828,2971,中,米
1403,米国株1403,72,7月30日,38604155052,1621,中,米
1404,米国株1404,224,9月3日,18473270468,2727,中,米
1405,米国株1405,52,10月10日,7841058481,2590,中,米
1406,米国株1406,207,12月3日,98766732465,1780,中,米
1407,米国株1407,109,2月24日,50956950641,4292,大,米
1408,米国株1408,232,1月3日,41189233571,2340,中,米
1409,米国株1409,18,11月5日,47629654977,3430,大,米
1410,米国株1410,146,12月14日,30951537050,4574,大,米
1411,米国株1411,289,5月19日,53770069793,2639,中,米
1412,米国株1412,236,2月23日,63739822696,483,小,米
1413,米国株1413,284,5月5日,55138680561,3750,大,米
1414,米国株1414,64,2月5日,87666858665,929,小,米
1415,米国株1415,263,7月1日,76062067162,4609,大,米
1416,米国株1416,13,5月17日,71686427663,1076,中,米
1417,米国株1417,29,7月25日,98285092802,1726,中,米
1418,米国株1418,291,8月6日,13464005997,228,小,米
1419,米国株1419,224,4月10日,80881608408,896,小,米
1420,米国株1420,261,12月13日,30814602100,977,小,米
1421,米国株1421,173,10月22日,83407887023,1339,中,米
1422,米国株1422,141,8月24日,27415648185,2431,中,米
1423,米国株1423,94,10月9日,13066412993,3577,大,米
1424,米国株1424,231,10月21日,35920773371,3531,大,米
1425,米国株1425,177,3月16日,43561645030,2585,中,米
1426,米国株1426,225,3月26日,88149293430,2751,中,米
1427,米国株1427,166,11月23日,67488680999,385,小,米
1428,米国株1428,211,4月27日,11447390402,3723,大,米
1429,米国株1429,56,9月15日,51508249997,189,小,米
1430,米国株1430,261,5月12日,86956667443,3362,大,米
1431,米国株1431,259,5月24日,46510447992,3068,大,米
1432,米国株1432,35,1月26日,69911471325,3734,大,米
1433,米国株1433,203,10月9日,43653830241,3927,大,米
1434,米国株1434,114,2月19日,40693612768,959,小,米
1435,米国株1435,82,7月27日,84727203056,2955,中,米
1436,米国株1436,261,5月6日,23648415160,101,小,米
1437,米国株1437,269,5月26日,93232328242,1416,中,米
1438,米国株1438,264,10月11日,56365044045,586,小,米
1439,米国株1439,176,5月3日,54643059758,639,小,米
1440,米国株1440,68,6月20日,24846066485,908,小,米
1441,米国株1441,86,11月22日,63721447974,1594,中,米
1442,米国株1442,94,4月20日,11087027861,3026,大,米
1443,米国株1443,137,12月7日,99795894093,1365,中,米
1444,米国株1444,135,8月4日,3867831988,3348,大,米
1445,米国株1445,202,11月14日,27233026195,872,小,米
1446,米国株1446,85,1月25日,23726453474,2928,中,米
1447,米国株1447,152,9月25日,22808488711,76,小,米
1448,米国株1448,249,5月15日,26991685634,2069,中,米
1449,米国株1449,294,9月4日,3470238984,4051,大,米
1450,米国株1450,210,3月14日,82190534397,3053,大,米
1451,米国株1451,212,2月16日,62023820688,4539,大,米
1452,米国株1452,272,2月27日,36793764827,4705,大,米
1453,米国株1453,300,5月11日,57892506990,4858,大,米
1454,米国株1454,28,3月23日,43507442672,512,小,米
1455,米国株1455,35,6月13日,90898851685,4664,大,米
1456,米国株1456,86,4月15日,79653547043,820,小,米
1457,米国株1457,231,5月23日,85972706442,2475,中,米
1458,米国株1458,170,9月1日,60243639065,4824,大,米
1459,米国株1459,102,5月26日,76021642926,1930,中,米
1460,米国株1460,120,7月13日,2666140170,1712,中,米
1461,米国株1461,197,9月21日,34943514396,1069,中,米
1462,米国株1462,99,7月26日,85252652797,3166,大,米
1463,米国株1463,151,12月30日,15246976392,2510,中,米
1464,米国株1464,153,8月26日,41881472147,4653,大,米
1465,米国株1465,220,3月20日,16615587160,1842,中,米
1466,米国株1466,248,9月17日,39971553807,135,小,米
1467,米国株1467,151,1月9日,23329266496,742,小,米
1468,米国株1468,267,4月1日,55663600236,4779,大,米
1469,米国株1469,22,4月24日,81975636840,933,小,米
1470,米国株1470,179,6月9日,97431180061,274,小,米
1471,米国株1471,177,3月31日,90695735290,103,小,米
1472,米国株1472,263,6月3日,78379561849,683,小,米
1473,米国株1473,126,8月24日,58212848139,1811,中,米
1474,米国株1474,68,9月29日,37229775067,2917,中,米
1475,米国株1475,113,11月14日,87574744084,967,小,米
1476,米国株1476,185,7月21日,19897947435,2738,中,米
1477,米国株1477,24,9月3日,16686929062,2451,中,米
1478,米国株1478,254,3月28日,72413099008,1957,中,米
1479,米国株1479,119,9月26日,51465855062,4089,大,米
1480,米国株1480,164,1月26日,27980237538,2379,中,米
1481,米国株1481,274,10月20日,44533290705,3892,大,米
1482,米国株1482,184,11月1日,61761630049,2569,中,米
1483,米国株1483,186,3月26日,30487622056,4682,大,米
1484,米国株1484,280,2月19日,70553386750,383,小,米
1485,米国株1485,210,6月20日,60494437792,2431,中,米
1486,米国株1486,68,12月23日,47171052805,925,小,米
1487,米国株1487,220,7月18日,17051597401,4555,大,米
1488,米国株1488,55,9月1日,29839225172,4919,大,米
1489,米国株1489,288,5月16日,99709769769,1751,中,米
1490,米国株1490,256,6月30日,98755974390,1565,中,米
1491,米国株1491,195,8月29日,78071875651,960,小,米
1492,米国株1492,135,7月14日,31323506522,1228,中,米
1493,米国株1493,105,12月17日,61026679533,1378,中,米
1494,米国株1494,86,8月16日,26325706008,4626,大,米
1495,米国株1495,125,11月21日,97101124163,1685,中,米
1496,米国株1496,154,7月24日,10345273515,3683,大,米
1497,米国株1497,221,12月7日,59547420541,2018,中,米
1498,米国株1498,179,4月8日,93505050661,1432,中,米
1499,米国株1499,171,10月19日,29285928748,4879,大,米
1500,米国株1500,161,1月24日,50133870012,3670,大,米
1501,米国株1501,287,12月31日,35498003305,2274,中,米
1502,米国株1502,294,4月6日,37118333765,1289,中,米
1503,米国株1503,204,4月17日,89424987173,2058,中,米
1504,米国株1504,297,1月21日,17845150018,4040,大,米
1505,米国株1505,288,3月2日,21992517815,3179,大,米
1506,米国株1506,214,11月13日,7607453497,3231,大,米
1507,米国株1507,221,12月31日,63760099130,4166,大,米
1508,米国株1508,240,4月15日,7064712038,3539,大,米
1509,米国株1509,127,12月16日,50072718757,697,小,米
1510,米国株1510,39,4月23日,50467235713,4325,大,米
1511,米国株1511,287,4月7日,56786396602,3287,大,米
1512,米国株1512,64,3月5日,66756150995,4871,大,米
1513,米国株1513,277,6月19日,89861315253,570,小,米
1514,米国株1514,287,5月17日,75189617930,2667,中,米
1515,米国株1515,112,11月22日,79336985727,292,小,米
1516,米国株1516,48,3月14日,69282637142,1059,中,米
1517,米国株1517,115,11月9日,6839183809,724,小,米
1518,米国株1518,112,7月9日,4071564632,2180,中,米
1519,米国株1519,19,8月31日,87419275831,2347,中,米
1520,米国株1520,163,11月21日,96842368760,3167,大,米
1521,米国株1521,182,8月14日,9365671446,1190,中,米
1522,米国株1522,150,11月6日,29858713455,2334,中,米
1523,米国株1523,191,8月30日,32582110166,3442,大,米
1524,米国株1524,93,1月23日,45816261009,3567,大,米
1525,米国株1525,32,5月1日,99802591500,3870,大,米
1526,米国株1526,218,10月17日,41844042574,4522,大,米
1527,米国株1527,235,3月12日,55011440264,4306,大,米
1528,米国株1528,53,3月31日,61487690796,4357,大,米
1529,米国株1529,145,2月2日,49104459476,58,小,米
1530,米国株1530,56,8月27日,39849796678,179,小,米
1531,米国株1531,54,1月17日,9730342765,1183,中,米
1532,米国株1532,42,6月27日,69569980900,4438,大,米
1533,米国株1533,105,3月21日,78957244703,2280,中,米
1534,米国株1534,14,6月1日,89141666144,1470,中,米
1535,米国株1535,91,11月27日,72077365417,2450,中,米
1536,米国株1536,138,6月17日,12439761626,3557,大,米
1537,米国株1537,40,11月19日,50431402926,1464,中,米
1538,米国株1538,264,10月3日,2098853662,4099,大,米
1539,米国株1539,23,10月26日,44166132372,3276,大,米
1540,米国株1540,241,4月23日,10603980338,4421,大,米
1541,米国株1541,222,4月9日,89646736392,4925,大,米
1542,米国株1542,217,2月19日,53970406762,2922,中,米
1543,米国株1543,90,3月18日,42171886476,296,小,米
1544,米国株1544,215,1月25日,84561625826,3933,大,米
1545,米国株1545,76,10月8日,25126690358,4551,大,米
1546,米国株1546,273,4月7日,90415716833,2395,中,米
1547,米国株1547,20,6月17日,93756808061,4336,大,米
1548,米国株1548,98,6月18日,74435284340,1906,中,米
1549,米国株1549,300,3月17日,14761852913,240,小,米
1550,米国株1550,47,11月28日,83442015795,919,小,米
1551,米国株1551,141,10月19日,10050683914,3101,大,米
1552,米国株1552,133,8月13日,26316837441,75,小,米
1553,米国株1553,183,8月22日,99588012640,3434,大,米
1554,米国株1554,83,1月25日,69432729601,1610,中,米
1555,米国株1555,165,3月11日,96189060215,1925,中,米
1556,米国株1556,192,1月11日,24322591545,4361,大,米
1557,米国株1557,156,11月13日,64383448160,4159,大,米
1558,米国株1558,17,3月11日,4626052052,3552,大,米
1559,米国株1559,214,1月23日,70237539167,4487,大,米
1560,米国株1560,259,5月8日,26849079182,3336,大,米
1561,米国株1561,221,4月13日,79029295868,1018,中,米
1562,米国株1562,25,1月3日,67021211749,4192,大,米
1563,米国株1563,15,3月29日,63263838129,4873,大,米
1564,米国株1564,82,8月7日,99070545341,4738,大,米
1565,米国株1565,81,8月30日,59363277946,4025,大,米
1566,米国株1566,279,6月9日,81667059457,2548,中,米
1567,米国株1567,24,8月4日,2489170106,1892,中,米
1568,米国株1568,105,7月10日,76046711674,1380,中,米
1569,米国株1569,134,12月2日,4144413879,1030,中,米
1570,米国株1570,104,9月9日,99687114638,683,小,米
